,id,host_id,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,neighborhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,days_hosted,neighborhood_type
0,241032,956883,2.0,96.0,f,3.0,Queen Anne,47.636289038357184,-122.37102519997765,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,85.0,2,5.0,14,41,71,346,207,95.0,2,4.07,1607.0,high price
1,953595,5177328,1.0,98.0,t,6.0,Queen Anne,47.63912312136253,-122.36566646439582,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,1,0.0,13,13,16,291,43,96.0,3,1.48,1047.0,high price
2,3308979,16708587,2.0,67.0,f,2.0,Queen Anne,47.629724131577355,-122.3694831756176,House,Entire home/apt,11,4.5,5.0,7.0,Real Bed,975.0,10,25.0,1,6,17,220,20,97.0,3,1.15,571.0,high price
3,7421966,9851441,,,f,1.0,Queen Anne,47.63847320176642,-122.36927912263019,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,100.0,1,0.0,0,0,0,143,0,0.0,1,0.0,789.0,high price
4,278830,1452570,1.0,100.0,f,2.0,Queen Anne,47.63291840276724,-122.37247063402224,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,450.0,6,15.0,30,60,90,365,38,92.0,3,0.89,1497.0,high price
5,5956968,326758,,,f,1.0,Queen Anne,47.630525482401936,-122.36617406518856,House,Private room,2,1.0,1.0,1.0,Real Bed,120.0,1,30.0,0,0,27,302,17,95.0,3,2.45,1836.0,high price
6,1909058,2497928,1.0,100.0,t,1.0,Queen Anne,47.636605445320065,-122.36851905844937,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,1,10.0,20,49,71,346,58,99.0,2,2.46,1314.0,high price
7,856550,4016632,1.0,100.0,t,5.0,Queen Anne,47.640160541214655,-122.37585597885769,Other,Private room,2,1.0,1.0,1.0,Real Bed,60.0,1,0.0,22,42,42,100,173,97.0,3,4.73,1161.0,high price
8,4948745,2166277,,,f,1.0,Queen Anne,47.632410299829,-122.35721606914028,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,90.0,1,0.0,6,36,66,341,8,97.0,3,1.22,1356.0,high price
9,2493658,5177328,1.0,98.0,t,6.0,Queen Anne,47.63749172022628,-122.3668885909212,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,1,0.0,6,19,49,324,32,97.0,3,1.55,1047.0,high price
10,175576,239585,2.0,100.0,t,1.0,Queen Anne,47.63548170841016,-122.35847776162176,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,2,15.0,0,0,0,153,181,97.0,2,3.33,1933.0,high price
11,4454295,4606439,2.0,100.0,f,1.0,Queen Anne,47.63721407513561,-122.36004576141458,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,1,0.0,21,21,21,229,8,97.0,3,0.98,1093.0,high price
12,3883392,19932967,1.0,100.0,t,1.0,Queen Anne,47.6355455115124,-122.37317075183506,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,245.0,1,0.0,30,60,90,362,13,98.0,2,0.92,509.0,high price
13,8889257,25899989,1.0,100.0,f,1.0,Queen Anne,47.629506809234314,-122.3676292967417,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,165.0,4,20.0,13,40,63,337,3,100.0,3,3.0,359.0,high price
14,5680462,22372266,1.0,100.0,f,1.0,Queen Anne,47.63920265551509,-122.36586274154313,House,Entire home/apt,16,3.5,6.0,15.0,Real Bed,461.0,8,50.0,19,40,65,327,18,98.0,3,2.65,451.0,high price
15,8988178,2983711,2.0,100.0,f,1.0,Queen Anne,47.63564979343857,-122.37289282480928,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,109.0,1,0.0,30,60,69,69,1,80.0,3,0.73,1265.0,high price
16,3245876,9465817,1.0,100.0,f,1.0,Queen Anne,47.626200373817085,-122.36660192617585,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,66.0,1,25.0,29,59,89,364,84,95.0,2,4.55,810.0,high price
17,4933447,25417834,1.0,100.0,t,1.0,Queen Anne,47.64064587578452,-122.37240588895551,House,Private room,2,1.0,1.0,1.0,Real Bed,99.0,1,0.0,29,52,82,171,45,98.0,2,4.58,369.0,high price
18,7735464,6170760,,,f,1.0,Queen Anne,47.63977587341085,-122.37223535879995,Apartment,Private room,2,2.0,1.0,1.0,Other,200.0,1,0.0,0,0,0,125,0,0.0,1,0.0,979.0,high price
19,6291829,32713558,,,f,1.0,Queen Anne,47.63602477658138,-122.35869359564735,House,Entire home/apt,10,3.5,5.0,5.0,Real Bed,700.0,1,0.0,24,54,84,359,5,85.0,1,0.82,244.0,high price
20,9218403,14100483,2.0,100.0,f,1.0,Queen Anne,47.62794033813239,-122.36495872243864,Other,Entire home/apt,1,1.0,1.0,1.0,Real Bed,110.0,1,0.0,29,55,85,360,1,100.0,1,1.0,635.0,high price
21,4125779,21401856,1.0,100.0,f,1.0,Queen Anne,47.63637426223885,-122.36103343324051,House,Private room,3,1.5,1.0,2.0,Real Bed,99.0,1,10.0,30,60,90,365,11,84.0,2,0.71,475.0,high price
22,8942678,46675077,3.0,100.0,f,1.0,Queen Anne,47.63563222417987,-122.35888090262146,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,450.0,1,0.0,0,0,0,53,1,100.0,1,0.86,80.0,high price
23,10106055,51860756,,,f,1.0,Queen Anne,47.633393957777855,-122.37191994372273,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,1,0.0,30,60,90,365,0,0.0,1,0.0,15.0,high price
24,6362362,33147763,,,f,1.0,Queen Anne,47.63851671212965,-122.36958103291498,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,600.0,1,0.0,0,0,0,212,1,100.0,2,0.18,238.0,high price
25,3544550,16708587,2.0,67.0,f,2.0,Queen Anne,47.63139734518299,-122.36776687067899,House,Entire home/apt,8,2.5,3.0,5.0,Real Bed,450.0,6,50.0,0,3,33,293,8,100.0,3,1.3,571.0,high price
26,9025039,68155,2.0,100.0,f,1.0,Queen Anne,47.63875224201261,-122.36797266885502,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,150.0,1,0.0,0,0,0,49,0,0.0,1,0.0,2189.0,high price
27,3200646,4016632,1.0,100.0,t,5.0,Queen Anne,47.639266020260955,-122.37472581108143,Other,Private room,2,1.0,1.0,1.0,Real Bed,45.0,1,0.0,22,49,49,107,80,95.0,3,4.38,1161.0,high price
28,8859380,3792761,1.0,100.0,f,5.0,Queen Anne,47.62990711611138,-122.36894813824877,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,300.0,1,0.0,24,54,84,356,6,100.0,2,2.47,1184.0,high price
29,4520099,6184895,1.0,71.0,f,1.0,Queen Anne,47.63981586823574,-122.37433846349177,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,80.0,3,50.0,0,1,30,305,4,85.0,3,0.33,978.0,high price
30,2481869,5177328,1.0,98.0,t,6.0,Queen Anne,47.63900777818944,-122.36532007300232,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,175.0,1,0.0,19,46,62,323,38,96.0,3,1.86,1047.0,high price
31,1110749,5325329,2.0,97.0,f,9.0,Queen Anne,47.63508504491007,-122.36444347330422,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,325.0,6,60.0,23,50,77,162,68,92.0,3,2.18,1036.0,high price
32,5978498,31037494,3.0,60.0,f,1.0,Queen Anne,47.640633234573535,-122.37270939338377,House,Entire home/apt,4,3.0,3.0,2.0,Real Bed,175.0,1,0.0,0,0,9,213,8,88.0,1,1.31,268.0,high price
33,5021081,25906186,1.0,71.0,f,1.0,Queen Anne,47.63812148697112,-122.37578997278469,House,Entire home/apt,7,3.5,4.0,3.0,Real Bed,222.0,7,75.0,0,0,0,2,5,75.0,3,0.99,359.0,high price
34,1686930,8916363,1.0,100.0,f,1.0,Queen Anne,47.62981553345286,-122.36621233485974,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,159.0,1,0.0,11,38,68,309,62,97.0,3,2.27,838.0,high price
35,7680289,40335071,1.0,100.0,f,2.0,Queen Anne,47.63981018787381,-122.37380062876858,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,125.0,2,25.0,30,60,90,353,19,95.0,2,4.35,155.0,high price
36,7207641,6544973,3.0,50.0,f,1.0,Queen Anne,47.63556952470362,-122.36165259464241,House,Entire home/apt,8,3.0,3.0,3.0,Real Bed,348.0,6,20.0,0,0,0,153,5,96.0,3,0.97,956.0,high price
37,5062445,21072725,4.0,31.0,f,1.0,Queen Anne,47.63497873047923,-122.35886941246471,House,Private room,1,1.0,1.0,1.0,Other,45.0,1,0.0,28,58,88,363,7,97.0,1,0.9,483.0,high price
38,8925878,40335071,1.0,100.0,f,2.0,Queen Anne,47.63936210298089,-122.37240255654484,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,150.0,2,25.0,16,46,76,351,2,100.0,2,0.83,155.0,high price
39,6389657,2052160,2.0,100.0,t,1.0,Queen Anne,47.634616284308606,-122.3580227325536,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,80.0,1,0.0,12,38,40,201,11,98.0,1,1.98,1372.0,high price
40,4218733,21896205,1.0,100.0,f,1.0,Queen Anne,47.63800137747845,-122.36100481691408,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,2,15.0,19,46,76,351,71,90.0,2,4.7,463.0,high price
41,2715623,8242272,2.0,100.0,f,1.0,Queen Anne,47.63199585097701,-122.3716576650487,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,148.0,2,20.0,0,13,43,310,9,91.0,3,0.46,869.0,high price
42,1392332,2315558,,,f,1.0,Queen Anne,47.63868624334983,-122.37079986877468,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,350.0,4,0.0,0,3,33,308,41,98.0,2,1.38,1337.0,high price
43,7308567,17597607,1.0,100.0,t,1.0,Queen Anne,47.63365004372054,-122.36044969320193,Apartment,Entire home/apt,3,1.5,1.0,2.0,Real Bed,150.0,1,0.0,8,34,64,339,18,98.0,2,3.35,550.0,high price
44,6575380,34392395,3.0,50.0,f,1.0,Queen Anne,47.63430017546052,-122.35705980444612,House,Private room,5,1.0,1.0,1.0,Real Bed,150.0,1,0.0,0,0,11,285,9,100.0,1,1.99,222.0,high price
45,6004058,9031463,3.0,50.0,f,1.0,Queen Anne,47.628343869748115,-122.36640542137962,Apartment,Entire home/apt,2,1.0,0.0,1.0,Other,100.0,1,0.0,28,58,87,87,20,92.0,1,2.29,832.0,high price
46,9550869,12867960,3.0,90.0,f,1.0,Queen Anne,47.63539394059413,-122.36899114110727,Other,Entire home/apt,10,3.0,4.0,4.0,Real Bed,349.0,1,0.0,30,60,90,354,0,0.0,3,0.0,669.0,high price
47,8515408,3502513,1.0,100.0,f,1.0,Queen Anne,47.63803515893716,-122.36091010563622,Other,Entire home/apt,2,1.0,0.0,1.0,Real Bed,110.0,1,0.0,30,60,89,89,3,100.0,2,1.06,1214.0,high price
48,5383192,27606550,,,f,1.0,Queen Anne,47.63933158548954,-122.36159942269484,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,160.0,2,25.0,0,0,20,295,1,100.0,2,0.16,327.0,high price
49,1112092,5856339,1.0,100.0,f,1.0,Queen Anne,47.63530805145543,-122.366531709012,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,130.0,2,25.0,30,60,89,89,26,95.0,2,0.8,999.0,high price
50,7772661,40885963,1.0,100.0,f,1.0,Queen Anne,47.637374884138524,-122.36941092468905,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99.0,2,50.0,25,51,81,142,2,100.0,2,2.0,149.0,high price
51,9254900,27128936,1.0,100.0,f,1.0,Queen Anne,47.638297567073266,-122.37377871072084,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,100.0,1,0.0,0,15,29,29,0,0.0,1,0.0,336.0,high price
52,7714294,3521823,,,f,2.0,Queen Anne,47.63175343884966,-122.37127173011557,Apartment,Entire home/apt,3,1.0,1.0,1.0,Other,137.0,2,20.0,0,0,28,303,3,100.0,2,0.64,1211.0,high price
53,10310373,53050379,,,f,1.0,Queen Anne,47.63858056073184,-122.3753257408229,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,20.0,1,0.0,18,46,76,351,0,0.0,1,0.0,2.0,high price
54,9368342,1039322,2.0,100.0,f,1.0,Queen Anne,47.63788372174487,-122.36737109377769,Other,Entire home/apt,2,1.5,1.0,1.0,Real Bed,150.0,2,30.0,0,0,0,212,0,0.0,3,0.0,1588.0,high price
55,6361863,25150356,1.0,100.0,f,1.0,Queen Anne,47.637517345449275,-122.36081167446434,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,145.0,2,10.0,15,39,69,331,44,94.0,2,5.64,376.0,high price
56,8105221,15155647,3.0,70.0,f,1.0,Queen Anne,47.636874178021394,-122.37227171191186,Other,Private room,2,1.0,1.0,1.0,Other,80.0,1,0.0,30,60,90,364,10,100.0,1,2.5,608.0,high price
57,3269390,12171359,1.0,100.0,t,3.0,Queen Anne,47.632562742655686,-122.36722284674143,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,95.0,1,0.0,18,32,50,321,77,98.0,2,4.12,691.0,high price
58,4566393,23669617,,,f,1.0,Queen Anne,47.63532192210432,-122.36612114800724,House,Entire home/apt,4,2.5,3.0,3.0,Real Bed,400.0,4,20.0,30,60,90,365,0,0.0,2,0.0,418.0,high price
59,9282409,560743,3.0,100.0,f,1.0,Queen Anne,47.63263390932941,-122.36931844777416,House,Private room,2,2.0,1.0,1.0,Real Bed,85.0,1,0.0,0,0,0,247,2,100.0,2,1.3,1705.0,high price
60,8095168,3521823,,,f,2.0,Queen Anne,47.63260003819553,-122.3699524341257,Apartment,Private room,2,1.0,1.0,1.0,Other,70.0,1,0.0,0,0,0,103,1,100.0,1,0.25,1211.0,high price
61,2746782,4016632,1.0,100.0,t,5.0,Queen Anne,47.64105215050513,-122.37508173306395,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,1,0.0,18,45,45,103,109,97.0,3,5.24,1161.0,high price
62,6424982,33524725,2.0,100.0,f,1.0,Queen Anne,47.63140094589966,-122.3676901333062,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,2,15.0,29,59,89,345,52,92.0,1,7.06,233.0,high price
63,762029,4016632,1.0,100.0,t,5.0,Queen Anne,47.64152492560981,-122.3761503724508,Other,Private room,2,1.0,1.0,2.0,Real Bed,60.0,2,0.0,19,44,44,102,191,97.0,3,4.96,1161.0,high price
64,8988281,46954097,1.0,67.0,f,1.0,Queen Anne,47.635310702971786,-122.36350557505072,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,175.0,4,50.0,30,48,48,48,0,0.0,2,0.0,77.0,high price
65,7077910,2843411,1.0,100.0,f,1.0,Ballard,47.669327174719676,-122.39259356469371,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,170.0,6,100.0,23,25,25,27,9,91.0,3,1.82,1278.0,high price
66,3772674,18232665,1.0,100.0,f,1.0,Ballard,47.674074155575425,-122.39386405032921,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,2,20.0,20,45,75,347,65,98.0,2,3.94,536.0,high price
67,7021906,28770702,2.0,100.0,t,4.0,Ballard,47.673628072627935,-122.38930195133072,House,Entire home/apt,12,3.5,5.0,7.0,Real Bed,465.0,1,0.0,3,26,46,175,5,96.0,3,1.38,306.0,high price
68,7618605,5326074,2.0,100.0,f,1.0,Ballard,47.6684599605579,-122.37951599522181,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,175.0,1,0.0,0,0,0,94,5,96.0,1,1.01,1036.0,high price
69,10234558,31887689,1.0,100.0,f,1.0,Ballard,47.6706623229397,-122.37866592236747,Other,Private room,2,1.0,1.0,1.0,Real Bed,50.0,0,0.0,20,50,80,355,0,0.0,1,0.0,254.0,high price
70,7021702,36805437,,,f,1.0,Ballard,47.67264618041156,-122.38933302722641,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,60.0,1,0.0,0,0,0,166,0,0.0,1,0.0,192.0,high price
71,7680439,1612983,2.0,100.0,f,1.0,Ballard,47.673175384097654,-122.38225959936204,House,Private room,2,1.0,1.0,1.0,Other,59.0,1,0.0,25,55,85,360,16,93.0,1,3.29,1449.0,high price
72,4258515,841009,1.0,90.0,f,1.0,Ballard,47.667933001366045,-122.3786524676208,Apartment,Private room,4,1.0,1.0,4.0,Real Bed,47.0,2,10.0,30,60,89,89,23,77.0,3,3.07,1630.0,high price
73,1148517,6296335,3.0,100.0,f,1.0,Ballard,47.67296864487422,-122.39733818247204,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,145.0,4,30.0,29,59,88,88,45,97.0,2,1.44,971.0,high price
74,2487892,1343908,2.0,100.0,f,1.0,Ballard,47.66862741947888,-122.38949592536791,House,Private room,2,1.0,1.0,1.0,Other,70.0,1,0.0,10,38,68,343,75,94.0,1,3.46,1530.0,high price
75,3038772,15473800,1.0,100.0,f,1.0,Ballard,47.67011138347178,-122.39386928567663,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,1,10.0,15,43,73,348,86,94.0,2,4.43,601.0,high price
76,699460,3587674,1.0,100.0,t,1.0,Ballard,47.671690500882136,-122.38523906517405,House,Private room,4,1.0,1.0,2.0,Real Bed,95.0,2,35.0,7,22,52,327,151,97.0,2,3.85,1205.0,high price
77,4085439,21066328,1.0,100.0,f,1.0,Ballard,47.670836178320855,-122.39253711071063,House,Private room,2,1.0,1.0,1.0,Real Bed,125.0,1,0.0,26,49,79,345,6,92.0,1,0.38,483.0,high price
78,8053990,23228606,1.0,100.0,f,3.0,Ballard,47.670886774459845,-122.39302934993714,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,1,0.0,21,49,79,354,16,94.0,2,3.75,429.0,high price
79,7011773,23228606,1.0,100.0,f,3.0,Ballard,47.67011497066786,-122.39299444305759,House,Private room,1,1.0,1.0,1.0,Other,25.0,1,0.0,0,0,0,55,0,0.0,1,0.0,429.0,high price
80,2467550,811494,1.0,100.0,f,1.0,Ballard,47.67430793211146,-122.37674229798985,House,Entire home/apt,4,1.0,0.0,2.0,Real Bed,40.0,2,10.0,0,0,0,48,0,0.0,3,0.0,1637.0,high price
81,2686374,2231298,1.0,100.0,f,4.0,Ballard,47.67125039125342,-122.38263911755712,House,Entire home/apt,6,1.0,3.0,4.0,Real Bed,149.0,4,20.0,27,49,79,354,165,95.0,2,7.84,1348.0,high price
82,1956274,7466082,1.0,100.0,t,1.0,Ballard,47.66869205752911,-122.39608935555252,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,125.0,0,0.0,27,49,79,354,48,100.0,3,2.11,905.0,high price
83,8537192,43954674,3.0,67.0,f,3.0,Ballard,47.67180552427677,-122.38804711763315,House,Private room,2,0.5,1.0,1.0,Real Bed,55.0,1,0.0,0,0,0,247,0,0.0,1,0.0,115.0,high price
84,5919096,53050,1.0,100.0,t,2.0,Ballard,47.67141840265096,-122.38538535838535,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,129.0,1,0.0,16,46,76,215,2,100.0,3,0.26,2246.0,high price
85,6516529,3781927,,,f,1.0,Ballard,47.668748954908544,-122.38386997628157,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,1,0.0,0,0,0,199,0,0.0,3,0.0,1185.0,high price
86,3294243,4970133,2.0,100.0,t,1.0,Ballard,47.67268172430127,-122.38773072437924,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,150.0,1,0.0,0,3,33,258,27,93.0,2,1.48,1063.0,high price
87,10210971,24709547,,,f,1.0,Ballard,47.66968184535222,-122.3909884706122,Other,Private room,1,1.0,1.0,1.0,Real Bed,50.0,1,20.0,28,58,88,363,0,0.0,1,0.0,390.0,high price
88,3584790,2882219,2.0,100.0,f,1.0,Ballard,47.675044037520806,-122.38271491715572,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,99.0,4,0.0,0,0,0,2,0,0.0,2,0.0,1274.0,high price
89,1266459,2317654,3.0,100.0,f,1.0,Ballard,47.66797916893154,-122.38210544982788,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,150.0,2,50.0,4,30,60,335,9,98.0,3,0.3,1337.0,high price
90,9098059,43954674,3.0,67.0,f,3.0,Ballard,47.67324984968531,-122.38733165189251,Other,Entire home/apt,4,1.0,1.0,3.0,Real Bed,105.0,1,0.0,17,17,17,17,0,0.0,1,0.0,115.0,high price
91,408526,2034501,3.0,100.0,f,2.0,Ballard,47.67553326838632,-122.376324014078,House,Entire home/apt,7,4.0,3.0,3.0,Real Bed,218.0,4,15.0,30,60,90,365,0,0.0,3,0.0,1375.0,high price
92,4118282,19071753,2.0,100.0,f,1.0,Ballard,47.67570811427606,-122.38755942597574,House,Entire home/apt,5,1.5,2.0,2.0,Real Bed,80.0,1,0.0,13,13,13,80,88,95.0,2,6.07,525.0,high price
93,6813483,35674639,1.0,67.0,f,1.0,Ballard,47.67477102702812,-122.38583049183895,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,126.0,2,25.0,28,28,28,275,10,98.0,2,1.75,205.0,high price
94,6590264,24500821,1.0,100.0,f,1.0,Ballard,47.66987431918954,-122.3877174441698,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,2,50.0,30,49,56,56,5,96.0,3,0.82,396.0,high price
95,2650482,205007,3.0,100.0,f,1.0,Ballard,47.6709757635429,-122.38782530429948,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,225.0,1,0.0,30,60,90,365,10,98.0,1,0.64,1965.0,high price
96,20927,79450,1.0,100.0,t,2.0,Ballard,47.673339388294714,-122.39512028203795,Other,Entire home/apt,2,1.0,1.0,1.0,Other,89.0,2,0.0,10,40,70,341,244,97.0,2,3.64,2155.0,high price
97,4395578,430709,3.0,88.0,f,36.0,Ballard,47.67100488663872,-122.38138141804373,House,Entire home/apt,8,2.5,3.0,5.0,Real Bed,225.0,1,0.0,21,48,78,331,1,100.0,3,0.11,1763.0,high price
98,4995903,13535511,,,f,1.0,Ballard,47.671703530555526,-122.37633810114096,House,Entire home/apt,1,1.0,0.0,1.0,Real Bed,50.0,1,0.0,1,31,60,60,0,0.0,1,0.0,650.0,high price
99,5549211,28770702,2.0,100.0,t,4.0,Ballard,47.671759971918824,-122.39002012190964,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,134.0,1,0.0,5,28,52,295,40,98.0,3,4.05,306.0,high price
100,8240758,15785670,,,f,1.0,Ballard,47.674818672473364,-122.38752123193476,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,1,0.0,0,0,0,94,2,80.0,2,0.62,594.0,high price
101,6856295,34872403,2.0,90.0,f,1.0,Ballard,47.67300400680333,-122.38500476109115,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,2,15.0,29,59,89,364,46,97.0,2,6.87,216.0,high price
102,6881188,33225983,1.0,100.0,f,2.0,Ballard,47.670394534161645,-122.39389700139685,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,375.0,1,0.0,28,58,88,363,23,96.0,2,3.75,237.0,high price
103,1579615,8403307,1.0,100.0,t,2.0,Ballard,47.67582151758453,-122.38971013062893,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,97.0,2,10.0,21,47,77,340,44,98.0,3,1.55,861.0,high price
104,3766866,19296907,2.0,100.0,t,1.0,Ballard,47.672284462169024,-122.38231353831995,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,145.0,2,25.0,29,59,88,88,14,97.0,2,0.82,521.0,high price
105,2406966,53050,1.0,100.0,t,2.0,Ballard,47.6722723724429,-122.3841322128415,Apartment,Entire home/apt,5,1.0,2.0,4.0,Real Bed,129.0,1,0.0,12,35,52,313,12,100.0,3,0.77,2246.0,high price
106,4872699,25066447,3.0,50.0,f,1.0,Ballard,47.675750244739426,-122.37657992996256,House,Entire home/apt,6,1.5,3.0,4.0,Real Bed,197.0,1,0.0,30,60,90,364,1,100.0,3,0.09,379.0,high price
107,5470629,28375755,2.0,100.0,t,1.0,Ballard,47.672602124987385,-122.38844149131731,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,2,20.0,0,0,0,234,25,99.0,2,3.39,312.0,high price
108,2950213,15060417,1.0,100.0,t,1.0,Ballard,47.666766783670425,-122.3812426518729,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,200.0,4,100.0,29,59,88,88,35,95.0,1,1.84,611.0,high price
109,9015088,29133654,1.0,100.0,f,2.0,Ballard,47.67550084177057,-122.38890631386722,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,135.0,4,15.0,19,19,19,266,5,100.0,2,3.95,300.0,high price
110,3979496,4807375,2.0,100.0,t,1.0,Ballard,47.675757643265115,-122.37879830487678,House,Private room,2,1.0,1.0,1.0,Other,70.0,2,0.0,30,60,90,365,31,95.0,2,1.89,1077.0,high price
111,7501919,36085516,3.0,100.0,f,1.0,Ballard,47.66780058682701,-122.38830016297266,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,150.0,1,0.0,22,52,82,357,7,97.0,1,1.37,201.0,high price
112,4732995,19533935,3.0,80.0,f,1.0,Ballard,47.66937129009435,-122.37628776467493,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,200.0,1,0.0,30,60,89,89,4,95.0,2,0.83,517.0,high price
113,7134759,23228606,1.0,100.0,f,3.0,Ballard,47.66896087580327,-122.39387694463308,Other,Private room,2,1.0,1.0,1.0,Real Bed,60.0,1,0.0,15,43,45,47,16,98.0,2,3.87,429.0,high price
114,4532538,23489864,,,f,1.0,Ballard,47.67168770578296,-122.39255858918351,House,Entire home/apt,5,3.0,3.0,5.0,Real Bed,180.0,1,0.0,30,60,90,365,1,100.0,3,1.0,422.0,high price
115,7534398,39472587,1.0,100.0,f,1.0,Ballard,47.67180998159056,-122.38343718053751,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,69.0,2,15.0,1,4,34,114,8,100.0,2,3.38,164.0,high price
116,9387189,1539790,2.0,100.0,f,1.0,Ballard,47.66502232989992,-122.38279676983008,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,90.0,2,15.0,27,57,87,112,1,100.0,1,1.0,1469.0,high price
117,6337492,32998581,1.0,100.0,f,1.0,Ballard,47.66898920822731,-122.39514528093302,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,2,0.0,0,0,0,149,5,92.0,1,0.65,240.0,high price
118,10231701,52580911,,,f,1.0,Ballard,47.66935430313959,-122.39034762933292,Other,Private room,2,1.5,1.0,1.0,Real Bed,65.0,1,0.0,30,57,87,176,0,0.0,1,0.0,7.0,high price
119,1609922,3494510,2.0,100.0,t,1.0,Ballard,47.67166567877917,-122.3779123263432,House,Entire home/apt,5,1.5,2.0,2.0,Real Bed,150.0,2,10.0,0,10,11,16,26,94.0,2,0.96,1215.0,high price
120,4236723,2231298,1.0,100.0,f,4.0,Ballard,47.670581422005775,-122.38221116149721,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,195.0,4,20.0,30,57,87,362,113,94.0,2,7.53,1348.0,high price
121,7843837,19001873,3.0,50.0,f,1.0,Ballard,47.67210896416091,-122.38358854815434,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,149.0,1,0.0,22,28,28,183,0,0.0,1,0.0,526.0,high price
